CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender,Cluster,Exited,Segment,ChurnProbability,RiskBand
584,35,9,0.0,2,1,0,192381.21,0,0,1,3,0,Low-Balance Multi-Product Users,0.04711046890861162,Low
521,38,5,110641.18,1,0,1,136507.69,0,0,1,1,1,Affluent Low-Product Users,0.5249708184217081,High
662,36,4,166909.2,2,1,0,138871.12,0,0,0,1,1,Affluent Low-Product Users,0.5526489440176977,High
758,34,1,154139.45,1,1,1,60728.89,0,0,0,1,0,Affluent Low-Product Users,0.02543934384562479,Low
717,38,7,97459.06,1,0,0,189175.71,0,0,1,1,0,Affluent Low-Product Users,0.26041627446070703,Medium
611,40,1,0.0,2,1,1,102547.56,0,0,1,3,0,Low-Balance Multi-Product Users,0.03069267227525576,Low
766,43,6,112088.04,2,1,1,36706.56,1,0,1,0,0,High-Risk German Affluent,0.1786971651074712,Low
636,34,3,0.0,2,1,1,44756.25,0,0,0,3,0,Low-Balance Multi-Product Users,0.011156574451354283,Low
814,48,7,0.0,2,1,1,132870.15,0,0,0,3,0,Low-Balance Multi-Product Users,0.05654660453958996,Low
760,28,1,141038.57,2,0,0,16287.38,0,1,1,2,0,Young Engaged Mass-Market,0.0834730461519634,Low
607,39,2,84468.67,2,1,1,121945.42,1,0,1,0,0,High-Risk German Affluent,0.06981625859231265,Low
725,36,4,118520.26,1,0,0,131173.9,0,1,0,2,1,Young Engaged Mass-Market,0.5630791756894947,High
600,37,1,142663.46,1,0,1,88669.89,0,0,1,1,0,Affluent Low-Product Users,0.0390045172470918,Low
656,27,4,118627.16,2,1,1,160835.3,1,0,1,0,0,High-Risk German Affluent,0.021618467911737833,Low
640,34,1,137523.02,1,0,0,24761.36,0,1,1,2,0,Young Engaged Mass-Market,0.12857476176953284,Low
439,28,7,110976.23,2,1,0,138526.96,0,0,1,1,0,Affluent Low-Product Users,0.07532170550341452,Low
549,38,8,107283.4,1,0,0,157442.75,0,0,0,1,0,Affluent Low-Product Users,0.09349586453623371,Low
622,38,5,0.0,2,0,0,105295.77,0,0,1,3,0,Low-Balance Multi-Product Users,0.003587181011158546,Low
715,34,4,124314.45,1,0,0,97782.92,0,0,1,1,0,Affluent Low-Product Users,0.05148547731374638,Low
657,41,5,95858.37,1,1,1,68255.88,0,0,0,1,0,Affluent Low-Product Users,0.08457310844955873,Low
703,36,2,0.0,2,1,0,108790.95,0,0,1,3,0,Low-Balance Multi-Product Users,0.043744033367509455,Low
802,33,8,0.0,2,1,0,143706.18,0,0,1,3,0,Low-Balance Multi-Product Users,0.014500531614374885,Low
793,36,0,0.0,1,0,0,148993.47,0,1,0,2,0,Young Engaged Mass-Market,0.23006614688554344,Low
554,35,6,117707.18,2,0,0,95277.15,0,0,0,1,1,Affluent Low-Product Users,0.5927752574759102,High
533,38,1,135289.33,2,0,1,152956.33,0,1,1,2,0,Young Engaged Mass-Market,0.04890640938064815,Low
658,36,8,174060.46,1,1,1,94925.62,0,0,1,1,0,Affluent Low-Product Users,0.043520182260245344,Low
713,40,3,114446.84,2,1,1,87308.18,1,0,1,0,0,High-Risk German Affluent,0.18115765603505463,Low
711,37,2,0.0,2,1,0,83978.86,0,1,1,2,1,Young Engaged Mass-Market,0.4782429601626197,Medium
669,25,1,157848.53,1,0,0,37543.93,0,0,1,1,1,Affluent Low-Product Users,0.08380162164014647,Low
439,43,8,0.0,1,0,1,104889.3,0,0,0,3,0,Low-Balance Multi-Product Users,0.23589709486713925,Low
763,37,6,0.0,2,1,1,149705.25,0,1,0,2,0,Young Engaged Mass-Market,0.012524893085821375,Low
697,74,3,108071.36,2,1,1,16445.79,1,0,0,0,0,High-Risk German Affluent,0.08954874328263952,Low
702,35,8,14262.8,2,1,0,54689.16,0,1,0,2,0,Young Engaged Mass-Market,0.16354180904679533,Low
686,41,7,102749.72,1,0,1,194913.86,0,1,1,2,0,Young Engaged Mass-Market,0.08641925859469198,Low
629,36,1,161757.87,2,1,1,146371.72,0,1,1,2,0,Young Engaged Mass-Market,0.06688406202960387,Low
823,38,1,0.0,2,1,0,156603.7,0,0,1,3,0,Low-Balance Multi-Product Users,0.03967817084379664,Low
683,35,5,95698.79,1,0,1,182566.76,1,0,0,0,0,High-Risk German Affluent,0.1834335099309816,Low
555,37,9,124969.13,1,1,0,60194.05,0,0,1,1,0,Affluent Low-Product Users,0.0762638568841164,Low
647,44,4,93960.35,1,1,0,36579.53,1,0,1,0,1,High-Risk German Affluent,0.5451906410819843,High
714,51,4,88308.87,3,0,0,5862.53,0,0,0,3,1,Low-Balance Multi-Product Users,0.9105218562302589,Very High
850,39,10,0.0,2,1,1,143030.09,0,1,0,2,0,Young Engaged Mass-Market,0.13466592677500094,Low
713,59,3,0.0,2,1,1,62700.08,0,0,0,3,0,Low-Balance Multi-Product Users,0.13975072735342206,Low
452,30,7,112935.87,1,1,1,99017.34,0,0,1,1,0,Affluent Low-Product Users,0.03651938544697545,Low
683,24,8,98567.1,1,1,0,187987.01,0,1,0,2,0,Young Engaged Mass-Market,0.06295740972706598,Low
577,26,1,180530.51,1,0,0,123454.62,0,0,0,1,0,Affluent Low-Product Users,0.19999381184697013,Low
552,33,5,140931.57,1,0,1,10921.5,0,0,1,1,0,Affluent Low-Product Users,0.04070406438173549,Low
769,31,7,148913.72,2,1,0,53817.23,1,0,0,0,0,High-Risk German Affluent,0.06211552622988381,Low
691,38,7,0.0,2,0,0,81617.4,0,0,1,3,0,Low-Balance Multi-Product Users,0.009438336385478915,Low
818,49,2,0.0,1,0,1,192298.84,0,0,0,3,1,Low-Balance Multi-Product Users,0.8389903947944555,Very High
739,41,5,0.0,2,0,0,143882.25,0,0,1,3,0,Low-Balance Multi-Product Users,0.019788858040667927,Low
639,50,6,115335.32,2,1,1,53130.41,0,0,0,1,0,Affluent Low-Product Users,0.3237459068004258,Medium
651,65,0,0.0,2,1,1,190454.04,0,0,0,3,0,Low-Balance Multi-Product Users,0.07359815742945071,Low
779,26,0,0.0,2,0,1,111906.0,0,0,0,3,0,Low-Balance Multi-Product Users,0.14931343569961972,Low
850,33,7,134678.13,1,1,0,113177.95,1,0,0,0,0,High-Risk German Affluent,0.3088339666379121,Medium
829,38,9,0.0,2,1,0,30529.88,0,0,1,3,0,Low-Balance Multi-Product Users,0.011470360434551933,Low
579,31,2,90547.48,2,1,1,18800.13,1,0,1,0,0,High-Risk German Affluent,0.033710070393149244,Low
510,32,9,103324.78,1,1,1,46127.7,0,0,1,1,0,Affluent Low-Product Users,0.02469684427592064,Low
531,29,3,114590.58,1,0,0,75585.48,0,0,1,1,0,Affluent Low-Product Users,0.12107668293199765,Low
628,36,3,91286.51,1,1,0,63085.94,1,0,0,0,0,High-Risk German Affluent,0.09577094427205411,Low
633,32,5,163340.12,2,1,1,74415.2,0,1,1,2,0,Young Engaged Mass-Market,0.03902170675967831,Low
714,45,8,150900.29,2,0,1,139889.15,0,1,1,2,0,Young Engaged Mass-Market,0.2746257415071494,Medium
604,23,9,124577.33,1,1,1,7267.25,0,1,1,2,0,Young Engaged Mass-Market,0.07906703678837473,Low
630,35,1,0.0,2,0,0,186826.22,0,1,1,2,0,Young Engaged Mass-Market,0.07033254576291367,Low
850,31,4,91292.7,1,1,1,162149.07,0,1,0,2,0,Young Engaged Mass-Market,0.097531741831689,Low
788,57,8,93716.72,1,1,1,180150.49,1,0,0,0,1,High-Risk German Affluent,0.7532053878191511,Very High
798,37,4,111723.08,1,1,1,83478.12,0,0,0,1,0,Affluent Low-Product Users,0.041463416380208035,Low
770,45,4,110765.68,1,1,0,26163.74,1,0,1,0,1,High-Risk German Affluent,0.9037335590270912,Very High
569,25,9,173459.45,2,1,1,44381.06,1,0,1,0,0,High-Risk German Affluent,0.06164917794049623,Low
425,22,7,169649.73,2,0,1,136365.0,0,1,0,2,1,Young Engaged Mass-Market,0.5436063544302389,High
547,31,9,0.0,2,0,0,99294.22,0,1,0,2,0,Young Engaged Mass-Market,0.008555636210419498,Low
725,45,8,116917.07,1,0,0,173464.43,1,0,1,0,1,High-Risk German Affluent,0.8788653574962508,Very High
506,37,5,0.0,2,1,1,127543.81,0,0,1,3,0,Low-Balance Multi-Product Users,0.0016570962564679973,Low
632,36,7,0.0,2,1,1,52526.65,0,0,0,3,0,Low-Balance Multi-Product Users,0.04464435705799598,Low
620,22,0,0.0,1,1,0,32589.45,0,0,1,3,0,Low-Balance Multi-Product Users,0.07714049022604212,Low
663,32,8,130627.66,1,1,0,47161.25,1,0,1,0,1,High-Risk German Affluent,0.7138547389043448,High
700,46,5,56580.95,2,0,1,45424.13,0,1,0,2,0,Young Engaged Mass-Market,0.21699624865254805,Low
696,38,6,142316.14,1,1,1,8018.49,1,0,1,0,0,High-Risk German Affluent,0.2572778212944987,Medium
767,31,6,0.0,2,1,1,195668.0,0,1,1,2,0,Young Engaged Mass-Market,0.01157754398931504,Low
561,56,7,152759.0,2,1,0,133167.11,0,0,1,1,1,Affluent Low-Product Users,0.8686145478970072,Very High
350,39,0,109733.2,2,0,0,123602.11,1,0,1,0,1,High-Risk German Affluent,0.6676579990953487,High
706,54,9,117444.51,1,1,1,186238.85,0,0,1,1,0,Affluent Low-Product Users,0.24593650457706526,Low
464,34,5,76001.57,1,1,1,158668.87,0,1,0,2,0,Young Engaged Mass-Market,0.10585735703490641,Low
501,34,3,107747.57,1,1,0,9249.36,0,0,0,1,0,Affluent Low-Product Users,0.09736971093572484,Low
745,35,8,0.0,2,1,1,116581.1,0,1,0,2,0,Young Engaged Mass-Market,0.027541968727843383,Low
587,36,1,134997.49,2,1,0,44688.08,0,0,0,1,0,Affluent Low-Product Users,0.037909689928312104,Low
667,48,2,0.0,2,1,1,148608.39,0,0,0,3,0,Low-Balance Multi-Product Users,0.05230112914260163,Low
737,36,9,0.0,1,0,1,188670.9,0,0,1,3,1,Low-Balance Multi-Product Users,0.5763962296615818,High
485,30,7,0.0,1,1,0,107067.37,0,1,0,2,0,Young Engaged Mass-Market,0.2486907239677623,Low
590,37,0,64345.21,1,0,1,61759.33,0,1,0,2,1,Young Engaged Mass-Market,0.6484214685313507,High
518,35,8,141665.63,1,0,1,192776.64,1,0,0,0,0,High-Risk German Affluent,0.19030751457468997,Low
581,29,8,0.0,2,1,0,46735.19,0,1,0,2,0,Young Engaged Mass-Market,0.00952698836230636,Low
785,33,5,136624.6,2,1,1,169117.74,1,0,0,0,0,High-Risk German Affluent,0.05068253538502803,Low
799,52,4,161209.66,1,1,1,89081.41,0,0,0,1,0,Affluent Low-Product Users,0.3092572778089698,Medium
698,38,10,95010.92,1,1,1,105227.86,0,1,1,2,0,Young Engaged Mass-Market,0.056820484319009226,Low
730,41,4,167545.32,1,1,0,128246.81,0,0,0,1,0,Affluent Low-Product Users,0.37709900948817904,Medium
740,36,4,109044.6,1,0,0,94554.74,1,0,0,0,1,High-Risk German Affluent,0.3910034781272043,Medium
785,47,9,122031.55,1,1,1,33823.5,0,0,0,1,1,Affluent Low-Product Users,0.6989296881519664,High
527,29,2,27755.97,1,1,0,97468.44,0,1,0,2,1,Young Engaged Mass-Market,0.63716890288439,High
544,29,1,118560.55,1,1,1,164137.36,0,0,0,1,0,Affluent Low-Product Users,0.08308847131279283,Low
705,61,4,0.0,2,1,1,191313.7,0,0,1,3,0,Low-Balance Multi-Product Users,0.06106616590722708,Low
684,34,9,0.0,2,1,1,65257.57,0,0,1,3,0,Low-Balance Multi-Product Users,0.003290532316851279,Low
639,28,8,97840.72,1,1,1,178222.77,0,1,0,2,0,Young Engaged Mass-Market,0.115909636829205,Low
565,38,2,158651.29,2,1,1,179445.28,1,0,0,0,0,High-Risk German Affluent,0.07635362140369295,Low
481,44,9,175303.06,1,1,0,65500.53,0,0,1,1,1,Affluent Low-Product Users,0.5952173884609135,High
731,25,8,96950.21,1,1,0,97877.92,0,1,1,2,0,Young Engaged Mass-Market,0.04112543991463904,Low
607,45,7,123859.6,1,0,1,113051.57,0,0,1,1,0,Affluent Low-Product Users,0.2511422512829985,Medium
760,32,7,0.0,2,1,1,105969.05,0,0,0,3,0,Low-Balance Multi-Product Users,0.014048821586571633,Low
559,70,9,0.0,1,1,1,122996.76,0,0,0,3,0,Low-Balance Multi-Product Users,0.0767243688103112,Low
715,33,3,85227.84,1,1,1,68087.15,0,0,0,1,0,Affluent Low-Product Users,0.037182063508901325,Low
656,36,8,97786.08,2,0,1,21478.36,0,0,1,1,0,Affluent Low-Product Users,0.03978540898277274,Low
652,33,7,128135.99,1,1,0,158437.73,1,0,1,0,0,High-Risk German Affluent,0.15446761679671656,Low
624,33,6,0.0,2,0,0,76551.7,0,1,1,2,0,Young Engaged Mass-Market,0.012555519146116995,Low
634,36,2,85996.19,1,1,0,15887.68,0,1,1,2,0,Young Engaged Mass-Market,0.12693284408488262,Low
850,50,10,0.0,2,1,1,33741.84,0,1,0,2,0,Young Engaged Mass-Market,0.26067251054248447,Medium
659,39,1,104502.11,1,1,0,20652.69,1,0,0,0,0,High-Risk German Affluent,0.49619395315139353,Medium
529,35,5,95772.97,1,1,1,112781.5,0,1,1,2,0,Young Engaged Mass-Market,0.027034180237082848,Low
572,31,5,98108.79,1,0,1,119996.95,0,1,1,2,0,Young Engaged Mass-Market,0.01821723639112087,Low
640,39,9,131607.28,4,0,1,6981.43,1,0,1,0,1,High-Risk German Affluent,0.8916805837616926,Very High
770,55,9,63127.41,2,1,0,185211.28,0,1,1,2,1,Young Engaged Mass-Market,0.8088256898263569,Very High
648,35,7,0.0,2,1,1,78436.36,0,1,1,2,0,Young Engaged Mass-Market,0.008962321778498672,Low
579,31,9,0.0,1,0,1,139048.0,0,0,1,3,0,Low-Balance Multi-Product Users,0.11983577692013339,Low
589,36,9,140355.56,2,1,0,136329.96,1,0,0,0,0,High-Risk German Affluent,0.10844147878646403,Low
530,36,2,0.0,2,1,1,14721.8,0,1,0,2,0,Young Engaged Mass-Market,0.046952805020286016,Low
831,30,2,0.0,2,0,1,3430.38,0,0,1,3,0,Low-Balance Multi-Product Users,0.02936863647225876,Low
790,24,7,107418.27,1,0,1,160450.21,1,0,1,0,0,High-Risk German Affluent,0.09698987868310585,Low
656,35,6,0.0,2,1,0,1485.27,0,0,1,3,0,Low-Balance Multi-Product Users,0.10389083402170554,Low
563,32,6,0.0,2,1,1,19720.08,0,1,1,2,0,Young Engaged Mass-Market,0.015377260443659413,Low
667,39,7,167557.12,1,1,1,41183.02,0,1,1,2,0,Young Engaged Mass-Market,0.06971878599500873,Low
613,34,8,117300.02,1,1,0,139410.08,0,1,1,2,0,Young Engaged Mass-Market,0.05099399805566324,Low
429,60,7,0.0,2,1,1,163691.48,0,0,1,3,0,Low-Balance Multi-Product Users,0.07293066499546222,Low
665,23,9,143672.9,1,1,1,115147.33,0,0,0,1,0,Affluent Low-Product Users,0.11891278023958696,Low
731,33,4,0.0,2,1,1,74945.11,0,0,1,3,0,Low-Balance Multi-Product Users,0.003717783973344697,Low
584,37,1,0.0,2,1,1,180363.56,0,0,0,3,0,Low-Balance Multi-Product Users,0.012344823366503159,Low
634,31,8,76798.92,1,0,0,196021.73,1,0,0,0,0,High-Risk German Affluent,0.09821966715745564,Low
488,34,3,0.0,2,1,1,125979.36,0,0,1,3,0,Low-Balance Multi-Product Users,0.00504747995659314,Low
535,49,7,115309.75,1,1,0,111421.77,0,1,0,2,0,Young Engaged Mass-Market,0.3372630284297104,Medium
776,29,7,178171.04,2,1,1,115818.51,0,0,0,1,0,Affluent Low-Product Users,0.08163907545918783,Low
850,38,3,0.0,2,0,1,179360.76,0,1,0,2,0,Young Engaged Mass-Market,0.06611903901420492,Low
673,37,0,0.0,2,0,0,82351.06,0,1,0,2,0,Young Engaged Mass-Market,0.03844951704847047,Low
850,45,5,127258.79,1,1,1,192744.23,1,0,0,0,1,High-Risk German Affluent,0.56134834927408,High
627,30,6,0.0,1,1,1,113408.47,0,1,0,2,0,Young Engaged Mass-Market,0.23430596763673392,Low
570,33,8,0.0,1,1,1,124641.42,0,0,0,3,0,Low-Balance Multi-Product Users,0.09934151015676561,Low
796,67,5,0.0,2,0,1,54871.02,0,1,1,2,0,Young Engaged Mass-Market,0.02275109427873128,Low
773,33,10,0.0,1,1,1,98820.09,0,1,0,2,0,Young Engaged Mass-Market,0.06901596018193265,Low
752,36,2,0.0,2,1,1,45570.84,0,1,1,2,0,Young Engaged Mass-Market,0.03651540293576041,Low
625,69,1,107569.96,1,1,1,182336.45,0,1,0,2,0,Young Engaged Mass-Market,0.09350632492062014,Low
535,20,9,134874.4,1,1,1,118825.56,1,0,1,0,0,High-Risk German Affluent,0.0719488125364851,Low
786,29,4,0.0,2,1,0,103372.79,0,0,0,3,0,Low-Balance Multi-Product Users,0.03783891542830546,Low
620,67,3,0.0,2,1,1,43486.73,0,0,0,3,0,Low-Balance Multi-Product Users,0.00949022190506654,Low
605,48,6,0.0,2,1,1,40062.99,0,1,0,2,0,Young Engaged Mass-Market,0.06381935166327037,Low
670,32,3,0.0,2,1,0,46175.7,0,1,0,2,0,Young Engaged Mass-Market,0.034457700401207374,Low
617,42,0,70105.87,1,1,1,120830.73,0,1,1,2,0,Young Engaged Mass-Market,0.22375414548883976,Low
595,41,9,0.0,2,1,0,5967.09,0,0,1,3,0,Low-Balance Multi-Product Users,0.0627970326925673,Low
687,29,4,78939.15,1,1,0,122134.56,1,0,0,0,1,High-Risk German Affluent,0.5667270103784439,High
757,30,6,105128.85,2,1,1,62972.13,1,0,1,0,0,High-Risk German Affluent,0.10687671605719269,Low
746,31,2,113836.27,1,1,1,174815.54,0,1,1,2,0,Young Engaged Mass-Market,0.03951508212946344,Low
503,25,7,0.0,1,0,1,192841.13,0,1,1,2,0,Young Engaged Mass-Market,0.11595617132159367,Low
543,48,1,100900.5,1,0,0,33310.72,1,0,1,0,1,High-Risk German Affluent,0.9575723948882874,Very High
428,40,3,129248.11,2,1,0,72876.43,1,0,0,0,1,High-Risk German Affluent,0.5615267449800111,High
768,28,3,109118.05,2,0,1,50911.41,0,0,0,1,0,Affluent Low-Product Users,0.047299151633144666,Low
618,56,7,0.0,1,1,1,142400.27,0,0,1,3,1,Low-Balance Multi-Product Users,0.3872851563251154,Medium
591,31,7,0.0,2,0,1,48778.46,0,0,0,3,0,Low-Balance Multi-Product Users,0.014924999209596607,Low
658,35,5,126397.66,1,0,0,156361.58,0,0,0,1,1,Affluent Low-Product Users,0.6408763055147648,High
625,36,9,108546.16,3,1,0,133807.77,0,0,1,3,1,Low-Balance Multi-Product Users,0.9265621246677447,Very High
717,36,2,148061.89,1,1,0,179128.69,0,0,1,1,1,Affluent Low-Product Users,0.15573429791488813,Low
667,44,8,122277.87,1,1,1,91810.71,0,0,1,1,0,Affluent Low-Product Users,0.1490925894948976,Low
804,24,3,0.0,2,1,0,173195.33,0,0,1,3,0,Low-Balance Multi-Product Users,0.019572489706363157,Low
693,31,1,0.0,2,0,1,182270.88,0,0,1,3,0,Low-Balance Multi-Product Users,0.053055688187946703,Low
729,36,8,152899.24,2,1,0,177130.33,1,0,1,0,0,High-Risk German Affluent,0.07742591344113392,Low
484,54,3,134388.11,1,0,0,49954.79,1,0,1,0,1,High-Risk German Affluent,0.9595996145153087,Very High
632,40,3,109740.62,1,1,0,141896.74,0,1,0,2,0,Young Engaged Mass-Market,0.27915035658185516,Medium
536,23,6,92366.72,2,1,0,120661.71,1,0,1,0,0,High-Risk German Affluent,0.04927397624988882,Low
573,26,4,129109.02,1,0,0,149814.68,0,0,0,1,1,Affluent Low-Product Users,0.5656477427919239,High
655,56,5,0.0,2,1,1,41782.7,0,1,0,2,0,Young Engaged Mass-Market,0.04019737518296686,Low
666,74,7,105102.5,1,1,1,46172.47,1,0,1,0,0,High-Risk German Affluent,0.10301017105499109,Low
726,30,5,111375.32,2,1,0,2704.09,1,0,1,0,0,High-Risk German Affluent,0.10434025440086758,Low
523,39,3,0.0,2,1,0,6726.53,0,0,1,3,0,Low-Balance Multi-Product Users,0.07848954500818192,Low
728,33,9,150412.14,2,1,0,170764.08,1,0,0,0,0,High-Risk German Affluent,0.06194775092266705,Low
701,30,3,156660.72,2,1,0,45742.42,0,0,1,1,0,Affluent Low-Product Users,0.055152852795426074,Low
518,38,3,90957.81,1,0,1,162304.59,0,0,1,1,0,Affluent Low-Product Users,0.16210017799830617,Low
739,37,7,104960.46,1,0,1,80883.82,0,0,1,1,0,Affluent Low-Product Users,0.023869125332235123,Low
531,31,7,117052.82,1,1,0,118508.09,1,0,0,0,1,High-Risk German Affluent,0.6498671036413909,High
452,44,3,88915.85,1,1,0,69697.74,0,1,1,2,0,Young Engaged Mass-Market,0.25356133254806856,Medium
684,45,6,148071.39,1,1,0,183575.01,0,0,1,1,0,Affluent Low-Product Users,0.4650347496175644,Medium
728,39,6,152182.83,1,0,0,161203.6,1,0,1,0,0,High-Risk German Affluent,0.18387341768139603,Low
783,39,9,0.0,2,1,0,143752.77,0,1,1,2,0,Young Engaged Mass-Market,0.02976772902956024,Low
734,22,5,130056.23,1,0,0,121894.31,0,0,1,1,1,Affluent Low-Product Users,0.6572736690547144,High
648,34,3,95039.73,2,1,1,147055.87,1,0,1,0,0,High-Risk German Affluent,0.028379839807635924,Low
688,52,1,0.0,2,1,1,172033.57,0,0,1,3,0,Low-Balance Multi-Product Users,0.11152617262553292,Low
680,35,9,0.0,2,0,0,143774.06,0,1,1,2,0,Young Engaged Mass-Market,0.022590497254354237,Low
516,43,2,112773.73,2,1,1,139366.58,0,0,0,1,0,Affluent Low-Product Users,0.12219833372914889,Low
680,37,10,123806.28,1,1,0,81776.84,0,0,0,1,1,Affluent Low-Product Users,0.541403885078143,High
604,53,8,144453.75,1,1,0,190998.96,0,0,1,1,1,Affluent Low-Product Users,0.8522339678681078,Very High
624,27,9,94667.29,2,0,1,4470.52,1,0,1,0,0,High-Risk German Affluent,0.04401050287613129,Low
623,21,10,0.0,2,0,1,135851.3,0,0,1,3,0,Low-Balance Multi-Product Users,0.021539477512109072,Low
624,51,5,174397.21,2,1,1,172372.63,0,1,1,2,0,Young Engaged Mass-Market,0.24186941377730206,Low
565,58,3,108888.24,3,0,1,135875.51,1,0,0,0,1,High-Risk German Affluent,0.8585752441673192,Very High
565,55,4,118803.35,2,1,1,128124.7,0,0,1,1,1,Affluent Low-Product Users,0.6688504473711926,High
710,54,6,171137.62,1,1,1,167023.95,0,0,1,1,1,Affluent Low-Product Users,0.6594953841692847,High
645,42,6,0.0,1,0,0,149807.01,0,0,1,3,0,Low-Balance Multi-Product Users,0.3956533284188303,Medium
707,33,8,136678.52,1,1,0,54290.62,0,0,1,1,0,Affluent Low-Product Users,0.08131609725927122,Low
655,36,1,135515.76,1,1,0,86013.96,0,1,0,2,0,Young Engaged Mass-Market,0.0991869524074759,Low
705,24,5,177799.83,2,0,0,79886.06,0,1,0,2,0,Young Engaged Mass-Market,0.21364393868850576,Low
358,52,8,143542.36,3,1,0,141959.11,0,1,0,2,1,Young Engaged Mass-Market,0.9538756575938973,Very High
578,34,8,147487.23,2,1,0,66680.77,1,0,1,0,0,High-Risk German Affluent,0.04316228183977739,Low
800,40,5,97764.41,1,1,0,98640.15,0,0,0,1,1,Affluent Low-Product Users,0.6354784770986949,High
612,33,9,0.0,1,0,0,142797.5,0,0,0,3,1,Low-Balance Multi-Product Users,0.7128116789423905,High
681,48,8,139480.18,1,1,1,163581.67,1,0,0,0,0,High-Risk German Affluent,0.36497982721899713,Medium
559,25,5,0.0,2,1,1,163221.22,0,1,1,2,0,Young Engaged Mass-Market,0.001963422879608406,Low
488,39,9,140553.46,1,0,0,12440.44,0,1,0,2,0,Young Engaged Mass-Market,0.1470308816963075,Low
717,36,5,0.0,2,1,1,145551.6,0,0,0,3,0,Low-Balance Multi-Product Users,0.01182562270426919,Low
666,41,10,141162.08,1,1,0,50908.48,0,0,0,1,0,Affluent Low-Product Users,0.2596787639724987,Medium
582,26,4,65848.36,2,1,0,30149.21,0,1,1,2,0,Young Engaged Mass-Market,0.09731756447263572,Low
733,30,0,83319.28,1,0,0,57769.2,0,1,0,2,0,Young Engaged Mass-Market,0.10626814281490397,Low
693,41,4,0.0,2,0,0,156381.47,0,0,1,3,0,Low-Balance Multi-Product Users,0.024653614308602134,Low
694,33,4,129731.64,2,1,0,178123.86,0,0,0,1,0,Affluent Low-Product Users,0.04940783111999064,Low
622,35,5,0.0,2,1,0,51112.8,0,0,0,3,0,Low-Balance Multi-Product Users,0.02552947601335309,Low
598,38,6,0.0,2,0,0,173783.38,0,1,0,2,0,Young Engaged Mass-Market,0.05606609099899263,Low
717,35,1,0.0,3,0,0,174770.14,0,1,1,2,1,Young Engaged Mass-Market,0.8020500213780805,Very High
494,37,5,107106.33,2,1,0,172063.09,1,0,1,0,0,High-Risk German Affluent,0.15391005390968948,Low
644,33,8,0.0,2,1,1,155294.17,0,0,1,3,0,Low-Balance Multi-Product Users,0.004628078712724813,Low
554,30,9,0.0,2,1,1,40320.3,0,0,0,3,0,Low-Balance Multi-Product Users,0.016058165721304654,Low
476,69,1,105303.73,1,0,1,134260.34,0,1,0,2,0,Young Engaged Mass-Market,0.19829105631617783,Low
667,28,6,165798.1,1,1,0,147090.9,0,0,1,1,0,Affluent Low-Product Users,0.04650558645197039,Low
748,40,4,0.0,2,1,0,132368.47,0,1,0,2,0,Young Engaged Mass-Market,0.0643486457634335,Low
531,45,1,126495.57,2,1,1,164741.5,0,1,0,2,0,Young Engaged Mass-Market,0.4173956018046713,Medium
719,47,9,116393.59,1,1,0,63051.32,0,1,0,2,1,Young Engaged Mass-Market,0.7275119006320935,High
845,41,2,81733.74,2,0,0,199761.29,1,0,0,0,0,High-Risk German Affluent,0.0646754815438254,Low
738,54,4,0.0,1,0,1,55725.04,0,0,1,3,1,Low-Balance Multi-Product Users,0.642485647287686,High
563,46,8,106171.68,1,1,0,163145.5,0,1,0,2,1,Young Engaged Mass-Market,0.7938966731267622,Very High
695,28,0,96020.86,1,1,1,57992.49,0,1,1,2,0,Young Engaged Mass-Market,0.04912770394705006,Low
841,41,1,0.0,2,0,1,193093.77,0,1,1,2,0,Young Engaged Mass-Market,0.0689790210471282,Low
626,36,2,181671.16,2,1,1,57531.14,1,0,1,0,0,High-Risk German Affluent,0.029897089028012813,Low
613,29,6,185709.28,2,1,1,77242.19,0,0,0,1,0,Affluent Low-Product Users,0.10439875377404773,Low
824,60,8,134250.17,3,0,0,153046.16,1,0,1,0,1,High-Risk German Affluent,0.9598106425444797,Very High
705,49,7,0.0,1,1,0,63405.2,0,0,0,3,1,Low-Balance Multi-Product Users,0.9697582529305182,Very High
584,44,5,95671.75,2,1,1,106564.88,0,0,0,3,0,Low-Balance Multi-Product Users,0.1671723905475197,Low
534,62,2,0.0,2,0,0,42763.12,0,0,1,3,1,Low-Balance Multi-Product Users,0.7630167100399916,Very High
672,34,1,142151.75,2,1,1,168753.34,0,0,0,1,0,Affluent Low-Product Users,0.05655101280125506,Low
603,43,5,127823.93,1,1,1,19483.35,0,0,1,1,0,Affluent Low-Product Users,0.11652016530314042,Low
633,43,3,144164.29,1,1,1,158646.46,1,0,1,0,0,High-Risk German Affluent,0.25734534215856136,Medium
842,58,1,63492.94,1,1,1,83172.19,0,0,1,1,0,Affluent Low-Product Users,0.22531908951929105,Low
661,27,3,0.0,2,1,1,76889.79,0,0,0,3,0,Low-Balance Multi-Product Users,0.022420108237538223,Low
601,74,2,0.0,2,0,1,51554.58,0,0,1,3,0,Low-Balance Multi-Product Users,0.013793296164908065,Low
632,41,0,106134.46,1,0,1,105570.39,0,0,1,1,0,Affluent Low-Product Users,0.094454747073845,Low
684,29,8,127269.75,1,0,1,79495.01,1,0,1,0,0,High-Risk German Affluent,0.10863846288680605,Low
